"site.no","station.name","LATITUDE","LONGITUDE","owner","last.date","rtd","median","anom","perc","perc.anom","curr.dec"
"PG001","Pingrup East",-33.476847,118.719161,"DPIRD",2021-05-18,47.6,13.9,33.7,342.4,242.4,10
"PI001","Pinjarra",-32.695554,115.916265,"DPIRD",2021-05-18,27,42.85,-15.85,63,-37,3
"PJ001","Perenjori",-29.42313,116.28129,"DPIRD",2021-05-18,13.6,13.45,0.15,101.1,1.1,6
"PL001","Stirlings South",-34.553593,117.928297,"DPIRD",2021-05-18,26,19,7,136.8,36.8,7
"PM","Pemberton",-34.40913889,115.9105,"DPIRD",2021-05-18,22.2,70.7,-48.5,31.4,-68.6,1
"PN001","Pingaring",-32.7340833,118.627139,"DPIRD",2021-05-18,34.2,11.75,22.45,291.1,191.1,9
"PO001","Popanyinning",-32.65273683,117.088849,"DPIRD",2021-05-18,67.2,16.2,51,414.8,314.8,10
"PY001","Pingelly West",-32.5064167,116.9779167,"DPIRD",2021-05-18,72.6,15.8,56.8,459.5,359.5,10
"QA001","Qualeup",-33.8821,116.84215,"DPIRD",2021-05-18,27.4,19.5,7.9,140.5,40.5,7
"QD001","Quairading",-32.0062,117.4165,"DPIRD",2021-05-18,39.4,13.9,25.5,283.5,183.5,10
"QP001","Quininup",-34.445522,116.233982,"DPIRD",2021-05-18,17.6,61,-43.4,28.9,-71.1,1
"RA","Ravensthorpe",-33.435863,119.730175,"DPIRD",2021-05-18,40.2,13,27.2,309.2,209.2,9
"RB001","Rosa Brook",-33.936255,115.219066,"DPIRD",2021-05-18,38,58.55,-20.55,64.9,-35.1,3
"RF001","Regans Ford",-31.00103,115.680233,"DPIRD",2021-05-18,29.6,26.6,3,111.3,11.3,10
"ROGR","Rolling Green",-31.69527,116.3184,"DPIRD",2021-05-18,47.4,31.9,15.5,148.6,48.6,7
"SB001","Burracoppin South",-31.58752,118.6972,"DPIRD",2021-05-18,75,13.7,61.3,547.4,447.4,10
"SB002","Muntadgin East",-31.735761,118.85894,"DPIRD",2021-05-18,66.8,6.6,60.2,1012.1,912.1,10
"SC","Scaddan",-33.428789,121.584967,"DPIRD",2021-05-18,43,14.45,28.55,297.6,197.6,9
"SG","Salmon Gums",-32.997093,121.622136,"DPIRD",2021-05-18,28.8,13.5,15.3,213.3,113.3,8
"SG002","Kumarl",-32.727378,121.552289,"DPIRD",2021-05-18,25.5,0.8,24.7,3187.5,3087.5,10
"SH001","Shackelton",-31.9456,117.8383,"DPIRD",2021-05-18,40.2,11.4,28.8,352.6,252.6,10
"SH002","Babakin",-32.12548,118.00406,"DPIRD",2021-05-18,47.6,10.8,36.8,440.7,340.7,10
"SN001","Stirlings North",-34.22785,117.915,"DPIRD",2021-05-18,35.2,15.8,19.4,222.8,122.8,9
"SP","South Perth",-31.991043,115.886068,"DPIRD",2021-05-18,27.4,29.65,-2.25,92.4,-7.6,5
"SR001","Scott River",-34.25065,115.28935,"DPIRD",2021-05-18,44,52.5,-8.5,83.8,-16.2,4
"TA001","Tammin",-31.587308,117.47004,"DPIRD",2021-05-18,28.6,12.8,15.8,223.4,123.4,9
"TB001","Tone Bridge",-34.22258,116.70422,"DPIRD",2021-05-18,14.6,33.8,-19.2,43.2,-56.8,2
"TS001","Three Springs",-29.52322,115.85893,"DPIRD",2021-05-18,33.2,18.2,15,182.4,82.4,8
"TS002","Dudawa",-29.27243,115.725056,"DPIRD",2021-05-18,8.2,15.4,-7.2,53.2,-46.8,4
"TU001","Tunney",-34.106117,117.359367,"DPIRD",2021-05-18,31,19,12,163.2,63.2,7
"TU002","Jingalup",-34.095592,117.028428,"DPIRD",2021-05-18,20,39.6,-19.6,50.5,-49.5,1
"TW001","Trayning West",-31.1151,117.7207,"DPIRD",2021-05-18,35.6,13.2,22.4,269.7,169.7,9
"TW002","Wongoondy",-28.825435,115.565959,"DPIRD",2021-05-18,8.3,4.4,3.9,188.6,88.6,10
"VA","Vasse",-33.752861,115.359807,"DPIRD",2021-05-18,65.4,40.7,24.7,160.7,60.7,8
"WA001","Wagin",-33.317465,117.356935,"DPIRD",2021-05-18,65.4,16.75,48.65,390.4,290.4,10
"WD001","Woodanilling",-33.5634,117.1732083,"DPIRD",2021-05-18,18,15.9,2.1,113.2,13.2,6
"WE","Wellstead",-34.49166667,118.6191667,"DPIRD",2021-05-18,81.4,21.25,60.15,383.1,283.1,10
"WH","Wongan Hills",-30.844029,116.728123,"DPIRD",2021-05-18,28.6,16,12.6,178.8,78.8,8
"WI","Wickepin",-32.892121,117.767422,"DPIRD",2021-05-18,59.4,14.8,44.6,401.4,301.4,10
"WI002","Wickepin North",-32.7202417,117.4948333,"DPIRD",2021-05-18,74.8,14.4,60.4,519.4,419.4,10
"WL001","Williams",-33.0368,116.8228,"DPIRD",2021-05-18,31.2,20.35,10.85,153.3,53.3,7
"WN","Wanneroo",-31.583153,115.694155,"DPIRD",2021-05-18,44.2,37.7,6.49999999999999,117.2,17.2,7
"WO001","Watheroo",-30.30723,116.07002,"DPIRD",2021-05-18,21.2,16.7,4.5,126.9,26.9,7
"WR","Waroona",-32.856145,115.894339,"DPIRD",2021-05-18,31.5,42.95,-11.45,73.3,-26.7,4
"WR001","West River",-33.687344,119.64875,"DPIRD",2021-05-18,30.6,16.3,14.3,187.7,87.7,9
"WS001","Westonia",-31.2283,118.5931,"DPIRD",2021-05-18,67.6,11.6,56,582.8,482.8,10
"YE001","York East",-31.832767,116.921164,"DPIRD",2021-05-18,59.2,13.95,45.25,424.4,324.4,10
"YS","Yilgarn",-31.915622,119.256055,"DPIRD",2021-05-18,51.6,10.4,41.2,496.2,396.2,10
"YU001","Yuna",-28.33763,114.9898,"DPIRD",2021-05-18,8.8,15.7,-6.9,56.1,-43.9,5
"YU002","Yuna NE",-28.20929,115.27652,"DPIRD",2021-05-18,4.4,9.55,-5.15,46.1,-53.9,4
"YU003","Yuna North ",-28.120861,114.962611,"DPIRD",2021-05-18,13.2,1.1,12.1,1200,1100,10
